symbol,organ_name,icb_name2,icb_name3,icb_name4
CTX,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
KCE,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
KAC,Công ty Cổ phần Đầu tư Địa ốc Khang An,Bất động sản,Bất động sản,Bất động sản
NCG,Công ty Cổ phần Tập đoàn Nova Consumer,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
TW3,Công ty Cổ phần Dược Trung Ương 3,Y tế,Dược phẩm,Dược phẩm
BMC,Công ty Cổ phần Khoáng sản Bình Định,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
ILS,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
CFM,Công ty Cổ phần Đầu tư CFM,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Đào tạo & Việc làm
KDC,Công ty Cổ phần Tập đoàn KIDO,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
CHC,Công ty Cổ phần Cẩm Hà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
TDB,Công ty Cổ phần Thủy điện Định Bình,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
ACE,Công ty Cổ phần Bê tông ly tâm An Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
CHP,Công ty Cổ phần Thủy điện Miền Trung,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
PTP,Công ty Cổ phần PTP,Viễn thông,Viễn thông cố định,Viễn thông cố định
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Bất động sản,Bất động sản,Bất động sản
HUT,Công ty Cổ phần Tasco,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
HDG,Công ty Cổ phần Tập đoàn Hà Đô,Bất động sản,Bất động sản,Bất động sản
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
BSD,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Bất động sản,Bất động sản,Bất động sản
ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
HTI,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
BBC,Công ty Cổ phần Bibica,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
HDM,Công ty Cổ phần Dệt May Huế,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
CPH,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,Bán lẻ,Bán lẻ,Dịch vụ tiêu dùng chuyên ngành
CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
EMG,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện
VDG,Công ty Cổ phần Vạn Đạt Group,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
C4G,Công ty Cổ phần Tập Đoàn Cienco4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
DMN,Công ty Cổ phần Domenal,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,Y tế,Dược phẩm,Dược phẩm
HMG,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
BBH,Công ty Cổ phần Bao bì Hoàng Thạch,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
CVN,Công ty Cổ phần Vinam,Y tế,Thiết bị và Dịch vụ Y tế,Thiết bị y tế
DVC,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Bất động sản,Bất động sản,Bất động sản
CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
HTV,Công ty Cổ phần Logistics Vicem,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
KHL,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
KHP,Công ty Cổ phần Điện lực Khánh Hòa,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
APS,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán
GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
KWA,Công ty Cổ phần Cấp thoát nước và Môi trường Kiến Tường,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
KGM,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
JVC,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Y tế,Thiết bị và Dịch vụ Y tế,Thiết bị y tế
KLB,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng,Ngân hàng,Ngân hàng
BHC,Công ty Cổ phần Bê tông Biên Hòa,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
CNC,Công ty Cổ phần Công nghệ cao Traphaco,Y tế,Dược phẩm,Dược phẩm
KLF,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí
CRE,Công ty Cổ phần Bất động sản Thế Kỷ,Bất động sản,Bất động sản,Bất động sản
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
KMT,Công ty Cổ phần Kim khí Miền Trung,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
BLF,Công ty Cổ phần Thủy sản Bạc Liêu,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
HSA,Công ty Cổ phần HESTIA,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
GEG,Công ty Cổ phần Điện Gia Lai,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
GMD,Công ty Cổ phần Gemadept,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
HBH,Công ty Cổ phần HABECO - Hải Phòng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia
IFS,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát
ICG,Công ty Cổ phần Xây dựng Sông Hồng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
HD8,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,Bất động sản,Bất động sản,Bất động sản
LMC,Công ty Cổ phần Long Beach LMC,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
KSQ,Công ty Cổ phần CNC Capital Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
HVH,Công ty Cổ phần Đầu tư và Công nghệ HVC,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
KTL,Công ty Cổ phần Kim khí Thăng Long,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
KDM,Công ty Cổ phần Tập đoàn GCL,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
HVT,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
KTS,Công ty Cổ phần Đường Kon Tum,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
PGV,Tổng Công ty Phát điện 3 - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
KST,Công ty Cổ phần KASATI,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông
KSD,Công ty Cổ phần Đầu tư DNA,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng lâu bền
HAP,Công ty Cổ phần Tập Đoàn Hapaco,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy
KVC,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
BT6,Công ty Cổ phần BETON 6,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
HTT,Công ty Cổ phần Thương mại Hà Tây,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
L35,Công ty Cổ phần Cơ khí Lắp máy Lilama,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
SGP,Công ty Cổ phần Cảng Sài Gòn,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
ECI,Công ty Cổ phần Tập đoàn ECI,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
DHC,Công ty Cổ phần Đông Hải Bến Tre,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Y tế,Dược phẩm,Dược phẩm
BSC,Công ty Cổ phần Dịch vụ Bến Thành,Bất động sản,Bất động sản,Bất động sản
ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
L43,Công ty Cổ phần Lilama 45.3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
L44,Công ty Cổ phần Lilama 45.4,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
L62,Công ty Cổ phần Lilama 69 - 2,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
IHK,Công ty Cổ phần In Hàng Không,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
CNT,Công ty Cổ phần Tập đoàn CNT,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LAF,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
LSG,Công ty Cổ phần Bất động sản Sài Gòn Vi na,Bất động sản,Bất động sản,Bất động sản
LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
LBE,Công ty Cổ phần Thương mại và Dịch vụ LVA,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
LCC,Công ty Cổ phần Xi măng Hồng Phong,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
LCD,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LCG,Công ty Cổ phần Lizen,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LQN,Công ty Cổ phần Licogi Quảng Ngãi,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
LCS,Công ty Cổ phần Licogi 16.6,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LGM,Công ty Cổ phần Giày da và May mặc Xuất khẩu (Legamex),Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
GH3,Công ty Cổ phần Công trình giao thông Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm
LHG,Công ty Cổ phần Long Hậu,Bất động sản,Bất động sản,Bất động sản
LIC,Tổng Công ty LICOGI - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
L12,Công ty Cổ phần Licogi 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LIG,Công ty Cổ phần Licogi 13,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Y tế,Dược phẩm,Dược phẩm
DCS,Công ty Cổ phần Tập đoàn Đại Châu,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng
LIX,Công ty Cổ phần Bột Giặt LiX,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân
LKW,Công ty Cổ phần Cấp nước Long Khánh,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
CJC,Công ty Cổ phần Cơ điện Miền Trung,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
KOS,Công ty Cổ phần KOSY,Bất động sản,Bất động sản,Bất động sản
LM3,Công ty Cổ phần Lilama 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LM8,Công ty Cổ phần Lilama 18,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
LNC,Công ty Cổ phần Lệ Ninh,Hóa chất,Hóa chất,"Nhựa, cao su & sợi"
LO5,Công ty Cổ phần Lilama 5,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
DHM,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Bán lẻ,Phân phối thực phẩm & dược phẩm,Phân phối dược phẩm
LSS,Công ty Cổ phần Mía đường Lam Sơn,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
CAT,Công ty Cổ phần Thủy sản Cà Mau,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
DTL,Công ty Cổ phần Đại Thiên Lộc,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Công nghệ Thông tin,Thiết bị và Phần cứng,Phần cứng
MAC,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Xe tải & Đóng tàu
MA1,Công ty Cổ phần Thiết bị,Bất động sản,Bất động sản,Bất động sản
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Bất động sản,Bất động sản,Bất động sản
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
CRC,Công ty Cổ phần Create Capital Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
ICC,Công ty Cổ phần Xây dựng công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc,Bất động sản,Bất động sản,Bất động sản
